-------------------------1556177138631345510, 0.057937, 0.061619, 0.058950, 0.057915, -0.026562, -0.143086, 0.987657 
1556177138764765501, 0.047031, 0.087021, 0.060324, 0.061765, -0.024187, -0.153974, 0.985846 
1556177138898184538, 0.051190, 0.100095, 0.067002, 0.069520, -0.018592, -0.164002, 0.983832 
1556177139031604528, 0.052414, 0.108506, 0.071619, 0.075358, -0.011833, -0.173784, 0.981825 
1556177139231733561, 0.053857, 0.122727, 0.077994, 0.084721, -0.000549, -0.186846, 0.978729 
1556177139431863546, 0.056165, 0.136427, 0.081319, 0.094523, 0.009718, -0.197823, 0.975621 
1556177139631993532, 0.068699, 0.141270, 0.080649, 0.102634, 0.019808, -0.207168, 0.972705 
1556177139898832560, 0.068149, 0.155297, 0.089525, 0.111727, 0.030768, -0.216826, 0.969307 
1556177140299091578, 0.064798, 0.172846, 0.096620, 0.119097, 0.042617, -0.226232, 0.965826 
1556177141833418608, 0.074108, 0.163551, 0.097443, 0.117398, 0.042302, -0.237217, 0.963409 
1556177142100257635, 0.081776, 0.140311, 0.091433, 0.113567, 0.033117, -0.243668, 0.962617 
1556177142300387621, 0.075738, 0.128286, 0.089122, 0.108834, 0.024453, -0.250498, 0.961669 
1556177142500516653, 0.083484, 0.099503, 0.083136, 0.102832, 0.015475, -0.258685, 0.960348 
1556177142633936644, 0.089756, 0.079037, 0.080711, 0.098110, 0.008439, -0.264819, 0.959257 
1556177142767356634, 0.087590, 0.060504, 0.077882, 0.093199, 0.001302, -0.271592, 0.957888 
1556177142900775671, 0.089061, 0.037380, 0.074864, 0.087881, -0.006126, -0.278464, 0.956398 
1556177143034195662, 0.092050, 0.013470, 0.070899, 0.082172, -0.013492, -0.285783, 0.954670 
1556177143167615652, 0.091340, -0.012103, 0.068969, 0.076505, -0.021038, -0.293249, 0.952738 
1556177143301034689, 0.089067, -0.037745, 0.066561, 0.070826, -0.028578, -0.300531, 0.950709 
1556177143434454679, 0.089042, -0.065786, 0.062457, 0.064904, -0.035481, -0.307817, 0.948566 
1556177143567874670, 0.086884, -0.094544, 0.060077, 0.058841, -0.042552, -0.315120, 0.946270 
1556177143701293707, 0.072647, -0.119510, 0.058311, 0.052785, -0.048794, -0.322171, 0.943948 
1556177143834713697, 0.074176, -0.148042, 0.053991, 0.046396, -0.054158, -0.328576, 0.941781 
1556177143968133688, 0.071066, -0.175846, 0.050320, 0.040202, -0.059437, -0.334704, 0.939587 
1556177144101553917, 0.064012, -0.199027, 0.046826, 0.034333, -0.063517, -0.340391, 0.937508 
1556177144234972715, 0.059079, -0.222388, 0.042893, 0.028667, -0.067282, -0.345567, 0.935540 
1556177144368392706, 0.053711, -0.241940, 0.039588, 0.023470, -0.070371, -0.350419, 0.933650 
1556177144568521738, 0.075332, -0.307823, 0.043585, 0.030077, -0.082149, -0.357854, 0.929671 
1556177144835361958, 0.066070, -0.341677, 0.039466, 0.021747, -0.084726, -0.364580, 0.927054 
1556177145168910742, 0.056664, -0.366883, 0.035609, 0.015088, -0.087221, -0.370349, 0.924666 
1556177146769948006, 0.058184, -0.364079, 0.035688, 0.015786, -0.088476, -0.359170, 0.928935 
1556177146903367043, 0.059165, -0.350849, 0.036137, 0.017796, -0.088577, -0.349826, 0.932448 
1556177147036787033, 0.061477, -0.333232, 0.037355, 0.020491, -0.088955, -0.338156, 0.936652 
1556177147103497028, 0.062327, -0.323344, 0.038496, 0.021991, -0.089045, -0.331312, 0.939052 
1556177147170207024, 0.063367, -0.313268, 0.039831, 0.023969, -0.089360, -0.323853, 0.941573 
1556177147236916065, 0.064083, -0.302783, 0.041647, 0.026027, -0.089608, -0.315769, 0.944237 
1556177147303626060, 0.065801, -0.292225, 0.042905, 0.028395, -0.089678, -0.307074, 0.947025 
1556177147370336056, 0.068107, -0.281836, 0.044484, 0.030898, -0.089729, -0.297667, 0.949941 
1556177147437046051, 0.069913, -0.269487, 0.046535, 0.033487, -0.089822, -0.287408, 0.952999 
1556177147503756046, 0.071412, -0.256331, 0.050069, 0.036003, -0.089910, -0.276636, 0.956082 
1556177147570466042, 0.075034, -0.244796, 0.051581, 0.038916, -0.089804, -0.265353, 0.959171 
1556177147637176037, 0.075492, -0.229366, 0.054768, 0.041799, -0.089882, -0.253424, 0.962263 
